code,name,score,address,latitude,longitude,borough
K128,P.S. 128 Bensonhurst,B,2075 84 STREET,40.60496,-73.995071,BROOKLYN
Q129,P.S. 129 Patricia Larkin,B,128-02 7 AVENUE,40.789929,-73.839501,OUEENS
K135,P.S. 135 Sheldon A. Brookner,B,684 LINDEN BOULEVARD,40.6536255,-73.9332208,BROOKLYN
Q136,P.S. 136 Roy Wilkins,B,201-15 115 AVENUE,40.698936,-73.752691,OUEENS
K138,P.S. 138 Brooklyn,B,760 PROSPECT PLACE,40.673939,-73.951528,BROOKLYN
K139,P.S. 139 Alexine A. Fenty,B,330 RUGBY ROAD,40.6413004,-73.9657522,BROOKLYN
Q139,P.S. 139 Rego Park,B,93-06 63 DRIVE,40.727995,-73.862551,OUEENS
X146,P.S. 146 Edward Collins,B,968 CAULDWELL AVENUE,40.8248223,-73.9062021,BRONX
Q146,P.S. 146 Howard Beach,B,98-01 159 AVENUE,40.6598657,-73.8351564,OUEENS
X150,P.S. 150 Charles James Fox,B,920 EAST 167 STREET,40.82635,-73.8943677,BRONX
Q153,P.S. 153 Maspeth Elem,B,60-02 60 LANE,40.716288,-73.904467,OUEENS
Q154,P.S. 154 Queens,B,75-02 162 STREET,40.7264369,-73.8075916,OUEENS
Q155,P.S. 155,B,130-02 115 AVENUE,40.6795351,-73.8106718,OUEENS
M155,P.S. 155 William Paca,B,319 EAST 117 STREET,40.7973176,-73.9359411,MANHATTAN
K157,P.S. 157 Benjamin Franklin,B,850 KENT AVENUE,40.6954109,-73.9599623,BROOKLYN
K158,P.S. 158 Warwick,B,400 ASHFORD STREET,40.672581,-73.885211,BROOKLYN
K159,P.S. 159 Isaac Pitkin,B,2781 PITKIN AVENUE,40.676117,-73.869676,BROOKLYN
M161,P.S. 161 Pedro Albizu Campos,B,499 WEST 133 STREET,40.817721,-73.952459,MANHATTAN
X161,P.S. 161 Ponce De Leon,B,628 TINTON AVENUE,40.8144412,-73.9054424,BRONX
Q162,P.S. 162 John Golden,B,201-02 53 AVENUE,40.748394,-73.776565,OUEENS
Q164,P.S. 164 Queens Valley,B,138-01 77 AVENUE,40.7209261,-73.8233582,OUEENS
Q165,P.S. 165 Edith K. Bergtraum,B,70-35 150 STREET,40.7296415,-73.8178101,OUEENS
Q166,P.S. 166 Henry Gradstein,B,33-09 35 AVENUE,40.7573919,-73.9263612,OUEENS
M166,P.S. 166 The Richard Rodgers School of The Arts an,B,132 WEST  89 STREET,40.788883,-73.9724552,MANHATTAN
X170,P.S. 170,B,1598 TOWNSEND AVENUE,40.8445236,-73.9132748,BRONX
Q171,P.S. 171 Peter G. Van Alst,B,14-14 29 AVENUE,40.7710982,-73.9294621,OUEENS
M175,P.S. 175 Henry H Garnet,B,175 WEST 134 STREET,40.8143361,-73.9429783,MANHATTAN
Q175,P.S. 175 The Lynn Gross Discovery School,B,64-35 102 STREET,40.731005,-73.852189,OUEENS
Q176,P.S. 176 Cambria Heights,B,120-45 235 STREET,40.6853994,-73.730026,OUEENS
K177,P.S. 177 The Marlboro,B,346 AVENUE P,40.608167,-73.974424,BROOKLYN
M180,P.S. 180 Hugo Newman,B,370 WEST 120 STREET,40.8076092,-73.9558388,MANHATTAN
K181,P.S. 181 Brooklyn,B,1023 NEW YORK AVENUE,40.647884,-73.9460109,BROOKLYN
X182,P.S. 182,B,601 STICKBALL BOULEVARD,40.818892,-73.856982,BRONX
M183,P.S. 183 Robert L. Stevenson,B,419 EAST  66 STREET,40.763806,-73.957725,MANHATTAN
K184,P.S. 184 Newport,B,273 NEWPORT STREET,40.660369,-73.905005,BROOKLYN
K186,P.S. 186 Dr. Irving A Gladstone,B,7601 19 AVENUE,40.610915,-73.994246,BROOKLYN
K191,P.S. 191 Paul Robeson,B,1600 PARK PLACE,40.6717963,-73.9239764,BROOKLYN
Q193,P.S. 193 Alfred J. Kennedy,B,152-20 11 AVENUE,40.7924822,-73.8095577,OUEENS
K195,P.S. 195 Manhattan Beach,B,131 IRWIN STREET,42.1022588,-84.2469017,BROOKLYN
K198,P.S. 198 Brooklyn,B,4105 FARRAGUT ROAD,40.6369349,-73.9374647,BROOKLYN
K199,P.S. 199 Frederick Wachtel,B,1100 ELM AVENUE,40.6166128,-73.963547,BROOKLYN
Q201,P.S. 201 The Discovery School for Inquiry and Rese,B,65-11 155 STREET,40.736521,-73.813001,OUEENS
K203,P.S. 203 Floyd Bennett,B,5101 AVENUE M,40.6214177,-73.9261416,BROOKLYN
K204,P.S. 204 Vince Lombardi,B,8101 15 AVENUE,40.613528,-74.006117,BROOKLYN
X205,P.S. 205 Fiorello Laguardia,B,2475 SOUTHERN BOULEVARD,40.8558604,-73.8812143,BRONX
Q206,P.S. 206 The Horace Harding School,B,61-02 98 STREET,40.7347342,-73.8607966,OUEENS
K207,P.S. 207 Elizabeth G. Leary,B,4011 FILLMORE AVENUE,40.613513,-73.9298869,BROOKLYN
K208,P.S. 208 Elsa Ebeling,B,4801 AVENUE D,40.642701,-73.9309,BROOKLYN
X209,P.S. 209,B,313 EAST 183RD STREET,40.8568316,-73.8976254,BRONX
K209,P.S. 209 Margaret Mead,B,2609 EAST  7 STREET,40.5866492,-73.9616228,BROOKLYN
K212,P.S. 212 Lady Deborah Moody,B,87 BAY  49 STREET,40.5877534,-73.9857901,BROOKLYN
K214,P.S. 214 Michael Friedsam,B,2944 PITKIN AVENUE,40.6765096,-73.8631205,BROOKLYN
K217,P.S. 217 Colonel David Marcus School,B,1100 NEWKIRK AVENUE,40.6337561,-73.9663748,BROOKLYN
K219,P.S. 219 Kennedy-King,B,1060 CLARKSON AVENUE,40.658823,-73.922289,BROOKLYN
Q221,P.S. 221 The North Hills School,B,57-40 MARATHON PARKWAY,40.7586405,-73.7313503,OUEENS
K222,P.S. 222 Katherine R. Snyder,B,3301 QUENTIN ROAD,40.6132552,-73.9389747,BROOKLYN
K226,P.S. 226 Alfred De B.Mason,B,6006 23 AVENUE,40.6152859,-73.9763223,BROOKLYN
K229,P.S. 229 Dyker,B,1400 BENSON AVENUE,40.6104383,-74.013354,BROOKLYN
X229,P.S. 230 Dr Roland N. Patterson,B,275 HARLEM RIVER PARK BRIDGE,40.8415626,-73.9296045,BRONX
Q232,P.S. 232 Lindenwood,B,153-23 83 STREET,40.7605559,-73.8853076,OUEENS
K238,P.S. 238 Anne Sullivan,B,1633 EAST  8 STREET,40.6087848,-73.9650626,BROOKLYN
K250,P.S. 250 George H. Lindsay,B,108 MONTROSE AVENUE,40.7069186,-73.9454194,BROOKLYN
K251,P.S. 251 Paerdegat,B,1037 EAST  54 STREET,40.631938,-73.92388,BROOKLYN
Q251,P.S. 251 Queens,B,144-51 ARTHUR STREET,40.6648044,-73.7599912,OUEENS
M158,P.S. 267,B,1458 YORK AVENUE,40.770203,-73.9507299,MANHATTAN
K268,P.S. 268 Emma Lazarus,B,133 EAST  53 STREET,40.6569262,-73.9279985,BROOKLYN
K276,P.S. 276 Louis Marshall,B,1070 EAST  83 STREET,40.6340882,-73.907939,BROOKLYN
X279,P.S. 279 Captain Manuel Rivera Jr.,B,2100 WALTON AVENUE,40.8547343,-73.905064,BRONX
Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,B,109-10 47 AVENUE,40.74701,-73.85428,OUEENS
K284,P.S. 284 Lew Wallace,B,213 OSBORN STREET,40.6670574,-73.9077983,BROOKLYN
K288,P.S. 288 The Shirley Tanyhill,B,2950 WEST  25 STREET,40.5743168,-73.9924106,BROOKLYN
K290,P.S. 290 Juan Morel Campos,B,135 SCHENCK AVENUE,40.6779316,-73.8897629,BROOKLYN
K297,P.S. 297 Abraham Stockton,B,700 PARK AVENUE,41.7348522,-92.4463652,BROOKLYN
X003,P.S. 3 Raul Julia Micro Society,B,2100 LAFONTAINE AVENUE,40.8499341,-73.8922426,BRONX
M192,P.S. 325,B,500 WEST 138 STREET,40.821053,-73.9530544,MANHATTAN
K329,P.S. 329 Surfside,B,2929 WEST  30 STREET,40.5745976,-73.9962757,BROOKLYN
K397,P.S. 397 Foster-Laurie,B,490 FENIMORE STREET,40.6586998,-73.9463669,BROOKLYN
K399,P.S. 399 Stanley Eugene Clark,B,2707 ALBERMARLE ROAD,40.6480464,-73.951541,BROOKLYN
Q058,P.S. 58 - School of Heroes,B,72-24 GRAND AVENUE,40.72851,-73.890603,OUEENS
K066,P.S. 66,B,845 EAST  96 STREET,40.648736,-73.907064,BROOKLYN
K398,P.S. 770 New American Academy,B,60 EAST  94 STREET,40.6643753,-73.9278822,BROOKLYN
K002,P.S. K141,B,655 PARKSIDE AVENUE,40.6561715,-73.9515718,BROOKLYN
K180,P.S. K231,B,5601 16 AVENUE,40.6266652,-73.989612,BROOKLYN
K152,P.S. K315,B,2310 GLENWOOD ROAD,40.632619,-73.954263,BROOKLYN
K369,P.S. K369  - Coy L. Cox School,B,383 STATE STREET,40.687341,-73.9833986,BROOKLYN
K225,P.S. K771,B,1075 OCEAN VIEW AVENUE,40.5797915,-73.9564352,BROOKLYN
M169,P.S. M169 - Robert F. Kennedy,B,110 EAST  88 STREET,40.7808828,-73.9556596,MANHATTAN
Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,B,86-15 37 AVENUE,40.750434,-73.879973,OUEENS
X101,P.S. X010,B,2750 LAFAYETTE AVENUE,40.826939,-73.8307088,BRONX
X088,P.S. X088 - S. Silverstein Little Sparrow School,B,1340 SHERIDAN AVENUE,40.8370196,-73.9135492,BRONX
X178,P.S. X176,B,850 BAYCHESTER AVENUE,40.8760203,-73.8337694,BRONX
K104,P.S./I.S. 104 The Fort Hamilton School,B,9115 5 AVENUE,40.6184808,-74.0287749,BROOKLYN
M187,P.S./I.S. 187 Hudson Cliffs,B,349 CABRINI BOULEVARD,40.8563491,-73.9373574,MANHATTAN
Q263,P.S./I.S. 295,B,222-14 JAMAICA AVE,40.6929012,-73.8543097,OUEENS
M178,Professor Juan Bosch Public School,B,12-18 ELLWOOD STREET,40.8594949,-73.9279416,MANHATTAN
X211,Providing Urban Learners Success In Education High,B,560 EAST 179 STREET,40.848382,-73.893749,BRONX
Q023,Queens Academy High School,B,138-11 35 AVENUE,40.765602,-73.828293,OUEENS
Q566,Queens High School of Teaching Liberal Arts and t,B,74-20 COMMONWEALTH BLVD,40.744121,-73.728799,OUEENS
Q600,Queens Vocational and Technical High School,B,37-02 47 AVENUE,40.7422208,-73.9283762,OUEENS
K170,Ralph A. Fabrizio School,B,7109 6 AVENUE,40.63037,-74.018707,BROOKLYN
R600,Ralph R. McKee Career and Technical Education High,B,290 ST MARKS PLACE,40.6428034,-74.0787503,STATEN ISLAND
M896,Repertory Company High School for Theatre Arts,B,123 WEST  43 STREET,40.7561154,-73.9844504,MANHATTAN
Q202,Robert H. Goddard High School of Communication Art,B,138-30 LAFAYETTE STREET,40.6717971,-73.8449613,OUEENS
R058,Space Shuttle Columbia School,B,77 MARSH AVENUE,40.5831568,-74.1607859,STATEN ISLAND
R455,Staten Island Yabc,B,100 LUTEN AVENUE,40.528303,-74.193519,STATEN ISLAND
K136,Sunset Park Prep,B,4004 4 AVENUE,40.6520669,-74.0073816,BROOKLYN
K246,Suspension Center Region 5 K993,B,72 VERONICA PLACE,40.6483745,-73.9531324,BROOKLYN
M019,Technology Arts and Sciences Studio,B,185 1 AVENUE,40.7298058,-73.9836952,MANHATTAN
Q135,The Bellaire School,B,207-11 89 AVENUE,40.720849,-73.757595,OUEENS
M223,The Mott Hall School,B,71-111 CONVENT AVE,40.8171036,-73.9523545,MANHATTAN
K218,THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS W,B,370 FOUNTAIN AVENUE,40.670026,-73.874515,BROOKLYN
X123,The School for Inquiry and Social Justice,B,1025 MORRISON AVENUE,40.8248835,-73.873517,BRONX
K615,Transit Tech Career and Technical Education High S,B,1 WELLS STREET,40.6782503,-73.8760791,BROOKLYN
K020,Urban Assembly Academy of Arts and Letters,B,225 ADELPHI STREET,40.69133,-73.9712796,BROOKLYN
X067,Urban Assembly School for Wildlife Conservation,B,2024 MOHEGAN AVENUE,40.84377,-73.884191,BRONX
Q744,VOYAGES Preparatory,B,45-10 94TH STREET,40.743204,-73.871482,OUEENS
M143,Washington Heights Expeditionary Learning School,B,511 WEST 182ND STREET,40.8490452,-73.9312015,MANHATTAN
Q025,World Journalism Preparatory: A College Board Scho,B,34-65 192 STREET,40.7648343,-73.7897125,OUEENS
Q680,Young  Women's Leadership School Queens,B,150-91 87 ROAD,40.708383,-73.804153,OUEENS
M540,A. Philip Randolph Campus High School,C,443 WEST 135 STREET,40.818413,-73.9503019,MANHATTAN
Q204,Academy for Careers in Television and Film,C,36-41 28 STREET,40.7564951,-73.9325837,OUEENS
Q234,Academy for New Americans,C,30-14 30 STREET,40.7668879,-73.9218825,OUEENS
K050,Academy for Young Writers,C,183 SOUTH  3 STREET,38.6570623,-90.1686746,BROOKLYN
X044,Accion Academy,C,1825 PROSPECT AVENUE,40.8422788,-73.8909154,BRONX
X162,ALC - IS 162,C,600 SAINT ANN'S AVENUE,40.8145265,-73.9123068,BRONX
X006,ALC- PS 6,C,1000 EAST TREMONT AVENUE,40.8406606,-73.8814381,BRONX
K240,Andries Hudde,C,2500 NOSTRAND AVENUE,40.6237116,-73.9463188,BROOKLYN
K610,Automotive High School Yabc,C,50 BEDFORD AVENUE,40.7220093,-73.9538918,BROOKLYN
X022,Bronx Writing Academy,C,270 EAST 167 STREET,40.8332671,-73.9140498,BRONX
K291,Bushwick Community High School,C,231 PALMETTO STREET,40.6953855,-73.9157765,BROOKLYN
Q072,Catherine & Count Basie Middle School 72,C,133-25 GUY R BREWER BOULEVARD,40.6751011,-73.7756905,OUEENS
M013,Central Park East High School,C,1573 MADISON AVENUE,40.7936899,-73.9491583,MANHATTAN
K600,Clara Barton High School,C,901 CLASSON AVENUE,40.6691193,-73.9617434,BROOKLYN
M045,Coalition School for Social Change,C,2351 1ST AVENUE,40.7992278,-73.9338214,MANHATTAN
M125,Columbia Secondary School,C,425 WEST 123 STREET,40.8106401,-73.9558474,MANHATTAN
K017,Conselyea Preparatory School,C,208 NORTH  5 STREET,38.6603599,-90.1682128,BROOKLYN
X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,C,3441 STEENWICK AVENUE,40.8829987,-73.8307528,BRONX
Q059,EAGLE ACADEMY FOR YOUNG MEN III,C,132-55 RIDGEDALE STREET,40.681389,-73.753548,OUEENS
K316,Elijah Stroud Middle School,C,750 CLASSON AVENUE,40.6742826,-73.9603013,BROOKLYN
Q189,Flushing International High School,C,144-80 BARCLAY AVENUE,40.7603471,-73.8179093,OUEENS
X057,Frederick Douglass Academy V. Middle School,C,2111 CROTONA AVENUE,40.8486222,-73.8884388,BRONX
K346,Frederick Douglass Academy VIII Middle School,C,1400 PENNSYLVANIA AVENUE,40.6468388,-73.881661,BROOKLYN
M007,GLOBAL TECHNOLOGY PREPARATORY,C,160 EAST 120 STREET,40.8009638,-73.939617,MANHATTAN
Q485,Grover Cleveland High School,C,21-27 HIMROD STREET,40.7116318,-73.9091661,OUEENS
R027,I.S. 027 Anning S. Prall,C,11 CLOVE LAKE PLACE,40.62819,-74.1170227,STATEN ISLAND
R034,I.S. 034 Tottenville,C,528 ACADEMY AVENUE,40.507771,-74.24362,STATEN ISLAND
R061,I.S. 061 William A Morris,C,445 CASTLETON AVENUE,40.634527,-74.097992,STATEN ISLAND
Q093,I.S. 093 Ridgewood,C,66-56 FOREST AVENUE,40.7062674,-73.9027466,OUEENS
X117,I.S. 117 Joseph H. Wade,C,1865 MORRIS AVENUE,40.8485532,-73.9084353,BRONX
X206,I.S. 206 Ann Mersereau,C,2280 AQUEDUCT AVENUE,40.8597091,-73.9061491,BRONX
K228,I.S. 228 David A. Boody,C,228 AVENUE S,40.6013021,-73.9770054,BROOKLYN
X254,I.S. 254,C,2452 WASHINGTON AVENUE,40.8589698,-73.8900805,BRONX
K318,I.S. 318 Eugenio Maria De Hostos,C,101 WALTON STREET,40.7035116,-73.9484126,BROOKLYN
K364,I.S. 364 Gateway,C,1426 FREEPORT LOOP,40.6464708,-73.8811318,BROOKLYN
R002,I.S. R002 George L. Egbert,C,333 MIDLAND AVENUE,40.576824,-74.099732,STATEN ISLAND
X368,In-Tech Academy (M.S. / High School 368),C,2975 TIBBETT AVENUE,40.8795978,-73.9096171,BRONX
K078,J.H.S. 078 Roy H. Mann,C,1420 EAST  68 STREET,40.6214318,-73.9131128,BROOKLYN
X118,J.H.S. 118 William W. Niles,C,577 EAST 179 STREET,40.8484117,-73.8931213,BRONX
X125,J.H.S. 125 Henry Hudson,C,1111 PUGSLEY AVENUE,40.8294144,-73.8567829,BRONX
X127,J.H.S. 127 The Castle Hill,C,1560 PURDY STREET,40.8380253,-73.8535544,BRONX
X144,J.H.S. 144 Michelangelo,C,2545 GUNTHER AVENUE,40.863836,-73.8365309,BRONX
K162,J.H.S. 162 The Willoughby,C,1390 WILLOUGHBY AVENUE,40.7072263,-73.9197943,BROOKLYN
K166,J.H.S. 166 George Gershwin,C,800 VAN SICLEN AVE,40.660494,-73.8856719,BROOKLYN
Q210,J.H.S. 210 Elizabeth Blackwell,C,93-11 101 AVENUE,40.684768,-73.847622,OUEENS
K220,J.H.S. 220 John J. Pershing,C,4812 9 AVENUE,40.6408427,-74.0004375,BROOKLYN
Q226,J.H.S. 226 Virgil I. Grissom,C,121-10 ROCKAWAY BOULEVARD,40.6757652,-73.8169941,OUEENS
K302,J.H.S. 302 Rafael Cordero,C,350 LINWOOD STREET,40.6770363,-73.8834076,BROOKLYN
Q109,Jean Nuzzi Intermediate School,C,213-10 92 AVENUE,40.7206856,-73.7470632,OUEENS
Q480,John Adams Evening Hs M/W,C,101-01 ROCKAWAY BOULEVARD,40.678246,-73.836861,OUEENS
K540,John Dewey High School,C,50 AVENUE X,40.5876478,-73.9814451,BROOKLYN
K071,Juan Morel Campos Secondary School,C,215 HEYWARD STREET,40.7041207,-73.9533388,BROOKLYN
X004,Leadership Institute,C,1701 FULTON AVENUE,40.8421053,-73.8974699,BRONX
K410,Learning To Work Ged At Abraham Lincoln,C,2800 OCEAN PARKWAY,40.5823279,-73.9681463,BROOKLYN
K061,M.S. 061 Dr. Gladstone H. Atwell,C,400 EMPIRE BOULEVARD,40.6639944,-73.9493477,BROOKLYN
X180,M.S. 180 Dr. Daniel Hale Williams,C,700 BAYCHESTER AVENUE,40.8737309,-73.8338088,BRONX
M075,M.S. 250 West Side Collaborative Middle School,C,735 WEST END AVENUE,40.7950859,-73.9737011,MANHATTAN
K009,M.S. 571,C,80 UNDERHILL AVENUE,40.678424,-73.9658195,BROOKLYN
K196,M.S. 582,C,207 BUSHWICK AVENUE,40.7088042,-73.9397198,BROOKLYN
Q520,Middle College High School at LaGuardia Community,C,45-35 VAN DAM STREET,40.743285,-73.9335087,OUEENS
M218,Middle School 322,C,4600 BROADWAY,40.8608196,-73.9300663,MANHATTAN
K405,Midwood High School,C,2839 BEDFORD AVENUE,40.632889,-73.952536,BROOKLYN
X142,MS 142 John Philip Sousa,C,3750 BAYCHESTER AVENUE,40.8844671,-73.8403074,BRONX
K032,New Horizons School,C,317 HOYT STREET,40.680147,-73.991127,BROOKLYN
Q450,Newcomers High School,C,28-01 41 AVENUE,40.7514349,-73.9369976,OUEENS
Q455,Newtown High School,C,48-01 90 STREET,40.7408369,-73.8739856,OUEENS
M003,P.S. 003 Charrette School,C,490 HUDSON STREET,40.7325818,-74.0061593,MANHATTAN
K003,P.S. 003 The Bedford Village,C,50 JEFFERSON AVENUE,40.6822934,-73.9552037,BROOKLYN
R003,P.S. 003 The Margaret Gioiosa School,C,80 SOUTH GOFF AVENUE,40.520825,-74.211845,STATEN ISLAND
R004,P.S. 004 Maurice Wollin,C,200 NEDRA LANE,40.5523598,-74.1957597,STATEN ISLAND
K005,P.S. 005 Dr. Ronald Mcnair,C,820 HANCOCK STREET,40.685603,-73.9232122,BROOKLYN
M005,P.S. 005 Ellen Lurie,C,3703 TENTH AVENUE,40.8591641,-73.9227366,MANHATTAN
R005,P.S. 005 Huguenot,C,348 DEISIUS STREET,40.5301659,-74.1875849,STATEN ISLAND
K008,P.S. 008 Robert Fulton,C,37 HICKS STREET,40.7007522,-73.9929319,BROOKLYN
K013,P.S. 013 Roberto Clemente,C,557 PENNSYLVANIA AVENUE,40.6635217,-73.8937024,BROOKLYN
M015,P.S. 015 Roberto Clemente,C,333 EAST  4 STREET,40.721868,-73.9787712,MANHATTAN
R016,P.S. 016 John J. Driscoll,C,80 MONROE AVENUE,40.639639,-74.079595,STATEN ISLAND
K016,P.S. 016 Leonard Dunkly,C,157 WILSON STREET,40.7058107,-73.962046,BROOKLYN
K018,P.S. 018 Edward Bush,C,101 MAUJER STREET,40.7106561,-73.946565,BROOKLYN
R018,P.S. 018 John G. Whittier,C,221 BROADWAY,40.6368506,-74.1172604,STATEN ISLAND
R020,P.S. 020 Port Richmond,C,161 PARK AVENUE,40.6365121,-74.1329633,STATEN ISLAND
X021,P.S. 021 Philip H. Sheridan,C,715 EAST 225 STREET,40.8876485,-73.8597946,BRONX
R022,P.S. 022 Graniteville,C,1860 FOREST AVENUE,40.6248239,-74.15063,STATEN ISLAND
K029,P.S. 029 John M. Harrigan,C,425 HENRY STREET,40.6869221,-73.9978474,BROOKLYN
Q032,P.S. 032 State Street,C,171-11 35 AVENUE,40.765437,-73.794342,OUEENS
Q033,P.S. 033 Edward M. Funk,C,91-37 222 STREET,40.727164,-73.73409,OUEENS
X033,P.S. 033 Timothy Dwight,C,2424 JEROME AVENUE,40.8620323,-73.9016544,BRONX
M034,P.S. 034 Franklin D. Roosevelt,C,730 EAST  12 STREET,40.726111,-73.9749631,MANHATTAN
M036,P.S. 036 Margaret Douglas,C,123 MORNINGSIDE DRIVE,40.810705,-73.957404,MANHATTAN
R038,P.S. 038 George Cromwell,C,421 LINCOLN AVENUE,40.574938,-74.099425,STATEN ISLAND
Q038,P.S. 038 Rosedale,C,135-21 241 STREET,40.671631,-73.7339767,OUEENS
K038,P.S. 038 The Pacific,C,450 PACIFIC STREET,40.6849786,-73.9828576,BROOKLYN
R041,P.S. 041 New Dorp,C,216 CLAWSON STREET,40.5740598,-74.1092157,STATEN ISLAND
X042,P.S. 042 Claremont,C,1537 WASHINGTON AVENUE,40.838425,-73.9028996,BRONX
Q042,P.S. 042 R. Vernam,C,488 BEACH  66 STREET,40.5947985,-73.7953131,OUEENS
R044,P.S. 044 Thomas C. Brown,C,80 MAPLE PARKWAY,40.631676,-74.157323,STATEN ISLAND
X046,P.S. 046 Edgar Allan Poe,C,279 EAST 196 STREET,40.8667831,-73.8905226,BRONX
X050,P.S. 050 Clara Barton,C,1550 VYSE AVENUE,40.83421,-73.8870722,BRONX
M050,P.S. 050 Vito Marcantonio,C,433 EAST 100 STREET,40.7855844,-73.9422698,MANHATTAN
K052,P.S. 052 Sheepshead Bay,C,2675 EAST  29 STREET,40.5879664,-73.9405472,BROOKLYN
Q054,P.S. 054 Hillside,C,86-02 127 STREET,40.7026728,-73.8244673,OUEENS
K054,P.S. 054 Samuel C. Barnes,C,195 SANFORD STREET,40.6926969,-73.952501,BROOKLYN
R055,P.S. 055 Henry M. Boehm,C,54 OSBORNE STREET,40.536622,-74.163061,STATEN ISLAND
R057,P.S. 057 Hubert H. Humphrey,C,140 PALMA DRIVE,40.6110723,-74.0835608,STATEN ISLAND
K059,P.S. 059 William Floyd,C,211 THROOP AVENUE,40.6977036,-73.9433424,BROOKLYN
X063,P.S. 063 Author's Academy,C,1260 FRANKLIN AVENUE,40.8308718,-73.9018842,BRONX
R069,P.S. 069 Daniel D. Tompkins,C,144 KEATING PLACE,40.591461,-74.157336,STATEN ISLAND
X070,P.S. 070 Max Schoenfeld,C,1691 WEEKS AVENUE,40.8442869,-73.9076131,BRONX
Q071,P.S. 071 Forest,C,62-85 FOREST AVENUE,40.7113951,-73.9046762,OUEENS
X071,P.S. 071 Rose E. Scala,C,3040 ROBERTS AVENUE,40.845859,-73.8296216,BRONX
X072,P.S. 072 Dr. William Dorney,C,2951 DEWEY AVENUE,40.823208,-73.8181819,BRONX
K073,P.S. 073 Thomas S. Boyland,C,251 MCDOUGAL STREET,40.6802936,-73.9108853,BROOKLYN
X081,P.S. 081 Robert J. Christen,C,5550 RIVERDALE AVENUE,40.9036861,-73.9050377,BRONX
Q082,P.S. 082 Hammond,C,88-02 144 STREET,40.7041026,-73.8117842,OUEENS
X085,P.S. 085 Great Expectations,C,2400 MARION AVENUE,40.858659,-73.894685,BRONX
Q085,P.S. 085 Judge Charles Vallone,C,23-70 31 STREET,40.7727445,-73.9148661,OUEENS
X087,P.S. 087 Bronx,C,1935 BUSSING AVENUE,40.8950748,-73.84607,BRONX
X089,P.S. 089 Bronx,C,980 MACE AVENUE,40.8628848,-73.8590665,BRONX
X091,P.S. 091 Bronx,C,2200 AQUEDUCT AVENUE,40.8575378,-73.9077297,BRONX
Q091,P.S. 091 Richard Arkwright,C,68-10 CENTRAL AVE,40.703479,-73.883974,OUEENS
K092,P.S. 092 Adrian Hegeman,C,601 PARKSIDE AVENUE,40.6561076,-73.9542026,BROOKLYN
X092,P.S. 092 Bronx,C,700 EAST 179 STREET,40.8467932,-73.8899066,BRONX
X094,P.S. 094 Kings College School,C,3530 KINGS COLLEGE PLACE,40.880543,-73.8754443,BRONX
X095,P.S. 095 Sheila Mencher,C,3961 HILLMAN AVENUE,40.8830219,-73.891672,BRONX
K095,P.S. 095 The Gravesend,C,345 VAN SICKLEN STREET,40.5957112,-73.9751735,BROOKLYN
Q096,P.S. 096,C,130-01 ROCKAWAY BOULEVARD,40.675354,-73.80811,OUEENS
M098,P.S. 098 Shorac Kappock,C,512 WEST 212 STREET,40.8681001,-73.9176032,MANHATTAN
K100,P.S. 100 The Coney Island School,C,2951 WEST  3 STREET,40.5771094,-73.9713956,BROOKLYN
Q101,P.S. 101 School in the Gardens,C,2 RUSSELL PLACE,40.715537,-73.843379,OUEENS
X105,P.S. 105 Sen Abraham Bernstein,C,725 BRADY AVENUE,40.8527674,-73.8664014,BRONX
Q105,P.S. 105 The Bay School,C,420 BEACH  51 STREET,40.5957979,-73.7818592,OUEENS
K106,P.S. 106 Edward Everett Hale,C,1328 PUTNAM AVENUE,40.6936912,-73.9132348,BROOKLYN
X107,P.S. 107,C,1695 SEWARD AVENUE,40.81848,-73.8683212,BRONX
X108,P.S. 108 Philip J. Abinanti,C,1166 NEILL AVENUE,40.8545254,-73.853037,BRONX
R011,P.S. 11 Thomas Dongan School,C,50 JEFFERSON STREET,40.590887,-74.098252,STATEN ISLAND
M110,P.S. 110 Florence Nightingale,C,285 DELANCY STREET,40.715295,-73.979925,MANHATTAN
K110,P.S. 110 The Monitor,C,124 MONITOR STREET,40.7236058,-73.9420286,BROOKLYN
M111,P.S. 111 Adolph S. Ochs,C,440 WEST  53 STREET,40.7660468,-73.9898392,MANHATTAN
Q111,P.S. 111 Jacob Blackwell,C,37-15 13 STREET,40.7585062,-73.9393628,OUEENS
X111,P.S. 111 Seton Falls,C,3740 BAYCHESTER AVENUE,40.884355,-73.839263,BRONX
Q112,P.S. 112 Dutch Kills,C,25-05 37 AVENUE,40.7572814,-73.9339038,OUEENS
K114,P.S. 114 Ryder Elementary,C,1077 REMSEN AVENUE,40.6427414,-73.9087302,BROOKLYN
M115,P.S. 115 Alexander Humboldt,C,586 WEST 177 STREET,40.8462714,-73.9350071,MANHATTAN
Q115,P.S. 115 Glen Oaks,C,80-51 261 STREET,40.7438905,-73.7093442,OUEENS
M116,P.S. 116 Mary Lindley Murray,C,210 EAST  33 STREET,40.7447741,-73.9779971,MANHATTAN
