code,name,score,address,latitude,longitude,borough
Q798,Baccalaureate School for Global Education,None,34-12 36 AVENUE,40.754985,-73.926962,OUEENS
M905,Ballet Tech NYC Public School for Dance,None,890 BROADWAY,40.7386165,-73.9897361,MANHATTAN
X039,Banana Kelly High School,None,965 LONGWOOD AVENUE,40.8176061,-73.8980989,BRONX
M097,Bard High School Early College,None,525 EAST HOUSTON STREET,40.7180919,-73.9760746,MANHATTAN
Q735,Bard High School Early College II,None,30-20 THOMSON AVENUE,40.7448591,-73.9369449,OUEENS
M874,Baruch College Campus High School,None,55 EAST  25 STREET,40.7418485,-73.985909,MANHATTAN
X169,BAYCHESTER ACADEMY,None,3500 EDSON AVENUE,40.8809604,-73.8396427,BRONX
Q405,Bayside High School,None,32-24 CORP KENNEDY STREET,,,OUEENS
M837,Beacon High School,None,227-243 WEST 61ST STREET,40.7725232,-73.9886929,MANHATTAN
K994,Bedford Academy High School,None,1119 BEDFORD AVENUE,40.6854319,-73.9540245,BROOKLYN
K458,Bedford Stuyvesant Preparatory High School,None,832 MARCY AVENUE,40.6847358,-73.9480217,BROOKLYN
K914,Benjamin Banneker Academy,None,71-77 CLINTON AVENUE,40.695368,-73.968734,BROOKLYN
M136,Bread  &  Roses Integrated Arts High School,None,6 EDGECOMBE AVENUE,40.8174583,-73.9473723,MANHATTAN
X158,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,None,800 HOME STREET,40.8271204,-73.9008891,BRONX
X852,Bronx Dance Academy School,None,3617 BAINBRIDGE AVENUE,40.885356,-73.8781376,BRONX
X839,Bronx High School for the Visual Arts,None,2040 ANTIN PL,40.8517465,-73.8645056,BRONX
X876,Bronx Leadership Academy High School,None,1710 WEBSTER AVENUE,40.8433729,-73.9030014,BRONX
X401,Bronx Regional High School,None,1010 REV. J. A. POLITE AVENUE,40.823101,-73.898273,BRONX
X460,Bronx School for Law Government and Justice,None,244 EAST 163 STREET,40.8275634,-73.9185667,BRONX
X392,Bronx Studio School for Writers and Artists,None,928 SIMPSON STREET,40.8199186,-73.8937549,BRONX
K987,Brooklyn High School for Law and Technology,None,1396 BROADWAY,40.6884532,-73.9207644,BROOKLYN
K655,Brooklyn High School of the Arts,None,345 DEAN STREET,40.6838346,-73.9803552,BROOKLYN
K805,Brooklyn International High School,None,49 FLATBUSH AVENUE EXTENSION,40.697313,-73.9846925,BROOKLYN
K440,Brooklyn School for Music & Theatre,None,883 CLASSON AVENUE,40.6699561,-73.9611201,BROOKLYN
K237,BROOKLYN SCHOOL OF INQUIRY,None,50 AVENUE P,40.6071256,-73.9871451,BROOKLYN
K142,Brooklyn Secondary School for Collaborative  Studi,None,610 HENRY STREET,40.6794323,-74.0019427,BROOKLYN
K721,Brooklyn Studio Secondary School,None,8310 21ST AVENUE,40.6049722,-73.9943444,BROOKLYN
K907,Brownsville Academy High School,None,1150 EAST NEW YORK AVENUE,40.6663323,-73.924039,BROOKLYN
K865,Bushwick Leaders High School for Academic Excellen,None,797 BUSHWICK AVENUE,40.6953801,-73.9275211,BROOKLYN
Q799,CAMBRIA HEIGHTS ACADEMY,None,188-04 91st Avenue,40.7119429,-73.7709457,OUEENS
M510,Cascades High School,None,198 FORSYTH STREET,40.7224667,-73.9905416,MANHATTAN
K804,Cobble Hill School of American Studies,None,347 BALTIC STREET,40.6848686,-73.99077,BROOKLYN
M056,Collaborative Academy of Science Technology & La,None,220 HENRY STREET,40.7135296,-73.9856844,MANHATTAN
M835,Community Preparatory HS,None,40 EAST  29 STREET,40.7442215,-73.9843507,MANHATTAN
X963,Crotona Academy High School,None,639-55 ST. ANNS AVENUE,40.8165264,-73.9117265,BRONX
X465,Eagle Academy for Young Men,None,4143 THIRD AVENUE,40.8453829,-73.89731,BRONX
X973,East Bronx Academy for the Future,None,1716 SOUTHERN BOULEVARD,40.8368876,-73.8876377,BRONX
X115,EAST FORDHAM ACADEMY FOR THE ARTS,None,120 EAST 184 STREET,40.8597084,-73.8998823,BRONX
K819,East New York Family Academy,None,2057 LINDEN BOULEVARD,40.661095,-73.886661,BROOKLYN
M060,East Side Community School,None,420-1 EAST 11 STREET,39.1833654,-96.5732319,MANHATTAN
K913,EBC High School for Public Service–Bushwick,None,1155 DEKALB AVENUE,40.694733,-73.929295,BROOKLYN
M506,Edward A. Reynolds West Side High School,None,140 WEST 102 STREET,40.79713,-73.966791,MANHATTAN
K778,El Puente Academy for Peace and Justice,None,250 HOOPER STREET,40.7056895,-73.9556959,BROOKLYN
M855,Eleanor Roosevelt High School,None,411 EAST 76 STREET,40.770282,-73.953267,MANHATTAN
X167,Emolior Academy,None,1970 WEST FARMS ROAD,40.8399392,-73.8801725,BRONX
X116,Entrada Academy,None,977 FOX STREET,40.8223711,-73.89386,BRONX
X878,Fannie Lou Hamer Freedom High School,None,1021 JENNINGS STREET,40.8310478,-73.885602,BRONX
Q570,Frank Sinatra School of the Arts High School,None,35-12 35TH AVENUE,40.756281,-73.9250271,OUEENS
M010,Frederick Douglass Academy,None,2581 7TH AVENUE,40.8243982,-73.9365449,MANHATTAN
X148,Frederick Douglass Academy III Secondary School,None,3630 THIRD AVENUE,40.8338896,-73.9038894,BRONX
K906,Freedom Academy High School,None,116 NASSAU STREET,40.6984827,-73.9868055,BROOKLYN
R043,Gaynor McCown Expeditionary Learning School,None,100 ESSEX DRIVE,40.581969,-74.15936,STATEN ISLAND
Q733,GED Plus - Learning-To-Work [Part-Time],None,90-01 SUTPHIN BOULEVARD,40.702807,-73.8079829,OUEENS
Q198,Goldie Maple Academy,None,3-65 BEACH 56 STREET,40.593987,-73.786652,OUEENS
M876,Gregorio Luperon High School for Science and Mathe,None,501 WEST 165TH,40.8383816,-73.9385845,MANHATTAN
M911,Harlem Renaissance High School,None,22 EAST 128 STREET,40.8077499,-73.9398816,MANHATTAN
M807,Harvey Milk High School,None,2-10 ASTOR PLACE,40.7297006,-73.9922318,MANHATTAN
X884,Health Opportunities High School,None,350 GERARD AVENUE,40.8159162,-73.9304084,BRONX
M107,Heritage School The,None,1680 LEXINGTON AVENUE,40.791964,-73.946878,MANHATTAN
Q456,High School for Arts and Business,None,105-25 HORACE HARDING EXPY N,40.737637,-73.853408,OUEENS
M445,High School for Dual Language and Asian Studies,None,350 GRAND STREET,40.717321,-73.989323,MANHATTAN
M465,High School for Health Careers and Sciences,None,549 AUDUBON AVENUE,40.8562127,-73.9265543,MANHATTAN
M812,High School for Mathematics Science and Engineeri,None,240 CONVENT AVE,40.8213947,-73.9488459,MANHATTAN
K470,High School for Public Service: Heroes  of Tomorro,None,600 KINGSTON AVENUE,40.658665,-73.943838,BROOKLYN
X400,High School for Violin and Dance,None,1110 BOSTON ROAD,40.8280156,-73.9040235,BRONX
X905,High School of American Studies at Lehman College,None,2925 GOULDEN AVENUE,40.8748282,-73.8952168,BRONX
M833,High School of Economics and Finance,None,100 TRINITY PLACE,40.709254,-74.0121884,MANHATTAN
X972,High School X560 - Bronx Academy High School,None,1440 STORY AVENUE,40.8211019,-73.8817309,BRONX
K370,Home Instruction - Bklyn,None,3000 WEST 1 STREET,40.577675,-73.969865,BROOKLYN
X953,Home Instruction - Bronx,None,3450 EAST TREMONT AVENUE,40.8318811,-73.8275501,BRONX
R040,Home Instruction - S.I.,None,91 HENDERSON AVENUE,40.641176,-74.09546,STATEN ISLAND
QAZJ,Hosp Schls Queens,None,269-01 76th Avenue,40.7527231,-73.7074744,OUEENS
Q490,Humanities & Arts Magnet High School,None,207- 01 116TH  AVENUE,40.6981894,-73.7460089,OUEENS
Q849,I.S. 077,None,976 SENECA AVENUE,40.699558,-73.9022308,OUEENS
K940,I.S. 30 Mary White Ovington,None,415 OVINGTON AVENUE,40.6337542,-74.0230911,BROOKLYN
X147,I.S. 339,None,1600 WEBSTER AVENUE,40.840589,-73.9045399,BRONX
K874,I.S. 340,None,227 STERLING PLACE,40.6759296,-73.9695412,BROOKLYN
K111,I.S. 349 Math Science & Tech.,None,35 STARR STREET,40.7008178,-73.9275874,BROOKLYN
K043,I.S. 98 Bay Academy,None,1401 EMMONS AVENUE,40.583352,-73.9539003,BROOKLYN
X193,I.S. X318 Math Science & Technology Through Arts,None,1919 PROSPECT AVENUE,40.8434011,-73.8898784,BRONX
Q725,Information Technology High School,None,21-16 44TH ROAD,40.748656,-73.9467929,OUEENS
X155,J. M. Rapport School Career Development,None,470 JACKSON AVENUE,40.811046,-73.909376,BRONX
M486,Jacqueline Kennedy Onassis High School,None,120 WEST  46 STREET,40.7577223,-73.9833542,MANHATTAN
Q722,John F. Kennedy Jr. School,None,57-12 94 STREET,40.736482,-73.8676896,OUEENS
X283,Jonas Bronck Academy,None,400 EAST FORDHAM ROAD,40.8613871,-73.8912139,BRONX
X410,Jonathan Levin High School for Media and Communica,None,240 EAST 172 STREET,40.8396545,-73.911386,BRONX
M894,Leadership and Public Service High School,None,90 TRINITY PLACE,40.7090242,-74.0123569,MANHATTAN
Q245,Learners and Leaders,None,378 SENECA AVENUE,40.7072501,-73.9152314,OUEENS
M883,Legacy School for Integrated Studies,None,34 WEST  14 STREET,40.7365616,-73.995614,MANHATTAN
M451,Liberty High School Academy for Newcomers,None,250 WEST  18 STREET,40.741817,-74.000231,MANHATTAN
M645,Life Sciences Secondary School,None,320 EAST  96 STREET,40.7835367,-73.9459767,MANHATTAN
Q452,Long Island City High School,None,14-30 BROADWAY,40.7656043,-73.9329667,OUEENS
M025,Lower East Side Preparatory High School,None,145 STANTON STREET,40.7202883,-73.9860794,MANHATTAN
M282,Lower Manhattan Community Middle School,None,26 BROADWAY,40.7053624,-74.0130174,MANHATTAN
X149,M.S. 223 The Laboratory School of Finance and Tech,None,360 EAST 145 STREET,40.8137232,-73.9206427,BRONX
M933,M.S. 260 Clinton School Writers & Artists,None,425 WEST 33RD STREET,40.7533395,-73.9978926,MANHATTAN
K324,M.S. 267 Math Science & Technology,None,800 GATES AVENUE,40.6880664,-73.9326769,BROOKLYN
X120,M.S. 301 Paul L. Dunbar,None,890 CAULDWELL AVENUE,40.8225924,-73.9064256,BRONX
X052,M.S. 302 Luisa Dessus Cruz,None,681 KELLY STREET,40.8156753,-73.9016604,BRONX
M090,M.S. 324 - Patria Mirabal,None,21 JUMEL PLACE,40.8394126,-73.9357677,MANHATTAN
M164,M.S. 328 - Manhattan Middle School for Scientific,None,401 WEST 164 STREET,40.8369119,-73.9374121,MANHATTAN
K210,M.S. K394,None,188 ROCHESTER AVENUE,40.672706,-73.9289299,BROOKLYN
M490,Manhattan / Hunter Science High School,None,122 AMSTERDAM AVENUE,40.7747793,-73.98472,MANHATTAN
M891,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,None,52 BROADWAY,40.7063432,-74.0125488,MANHATTAN
M535,Manhattan Bridges High School,None,525 WEST  50TH STREET,40.7655356,-73.9931625,MANHATTAN
M661,Manhattan Comprehensive Night and Day High School,None,240 2 AVENUE,40.732669,-73.9843255,MANHATTAN
M751,Manhattan School for Career Development,None,113 EAST  4TH STREET,40.7257047,-73.9878809,MANHATTAN
M873,Manhattan Village Academy,None,43 WEST  22 STREET,40.7419716,-73.9922377,MANHATTAN
K806,Metropolitan Corporate Academy High School,None,362 SCHERMERHORN STREET,40.6863861,-73.9797253,BROOKLYN
K391,Middle School for the Arts,None,790 EAST NEW YORK AVENUE,40.6624725,-73.9359541,BROOKLYN
M824,Millennium High School,None,75 BROAD STREET,40.7047154,-74.0113396,MANHATTAN
K263,MOTT HALL BRIDGES MIDDLE SCHOOL,None,210 CHESTER STREET,40.6661829,-73.911268,BROOKLYN
M176,Muscota,None,4862 BROADWAY,40.8665218,-73.9238183,MANHATTAN
M070,N.Y.C. Museum School,None,333 WEST  17 STREET,40.7422594,-74.0024998,MANHATTAN
R435,New Dorp Evening Hs M/W,None,465 NEW DORP LANE,40.5694138,-74.1076719,STATEN ISLAND
M022,New Explorations into Science Technology and Math,None,111 COLUMBIA STREET,40.7195002,-73.9792392,MANHATTAN
M882,New Program,None,333 7 AVENUE,40.747471,-73.9927916,MANHATTAN
K845,New Voices School of Academic & Creative Arts,None,330 18 STREET,40.6609886,-73.9890264,BROOKLYN
K242,Olympus Academy,None,755 EAST  100 STREET,40.6455021,-73.8986851,BROOKLYN
